filename,preprocessed_text,people,places
BE-KBR00_12126493_19370801_00_00_00_0_01_0001_27605870_article1.txt,a radioschaerbeekbruxelles histoires de chapeaux travailler du chapeau est une de ces expressions amusantes populaires qui a des analogies avec perdre la boule  slache  dirait en savoureux langage devenir un peu djoumdjoum  des histoires de chapeaux il y en eut en tous temps  on a chanté la casquette du père bugeaud le chapeau de napoléon celui de maurice chevalier ce que marcel antoine vous racontera le jeudi 5 août à 16 heures à ce sujet sera plaisant drôle amusant plein desprit et vous ne perdrez pas cette occasion de vous distraire un brin,"['djoumdjoum', 'napoléon', 'bugeaud le chapeau', 'marcel antoine', 'maurice']",[]
BE-KBR00_12126493_19371219_00_00_00_0_01_0003_27607812_article1.txt,a radioschaerbeekbruxelles slache reçoit bach après tant dautres vedettes le populaire bach fut samedi dernier lhôte de radioschaerbeekbruxelles il y fit devant le micro pour la plus grande joie des auditeurs la connaissance de slache le type créé par marcel antoine et ce fut un dialogue plein dhumour que truffait savoureusement le rire communicatif de linimitable partenaire de laverne la place nous manque ici pour reprendre en détail cesketch désopilant il y fut question de  sidonie panache  et de chabichou rôle auvergnat tenu par bach  bach et lauvergne  disait slache chabichou est un marchand deau devenu zouave et bach de se comparer au zouave du pont de lalma qui est aussi dans leau slache promit à bach de lui montrer les merveilles de bruxelles  mannekenpis qui lui aussi vend de leau la jonction nordmidi un peu à leau également puis ils évoquèrent les nombreux disques de bach et laveme que connaissent tous les sansfilistes comme slache demandait à son ami où il avait appris à rire bach lui répondit   je nai pas appris je rigole naturellement à croire que je suis né dans une rigole et que jai avalé étant tout petit un tirebouchon je nai quun désir au monde  faire rigoler les autres et si plus tard on menvoie aux enfers satan ne pourra sempêcher de rigoler comme un beau diable  picture bach chabichou et monique bert rosalie les interprètes de  sidonie panache  toutes les vedettes de la scène et de lécran passent régulièrement devant le microphone de radioschaerbeek cette semaine deux grands artistes qui ont attaché leurs noms à des créations remarquables madeleine soria et lucien rosenberg les merveilleux interprètes de maître bolbec et son mari une comédie pleine desprit et de bonheur de louis verneuil et georges beer furent les hôtes de la station lucien rosenberg avec une bonhomie charmante nous conta lorigine du titre maître bolbec légende si charmante quelle pourrait suffire à nous faire aimer cette jolie comédie lucien rosenberg évoqua encore les belles soirées quil a connues à bruxelles avec madeleine soria et ces deux artistes interprétèrent ensuite devant le microphone de radioschaerbeekbruxelles une des plus belles scènes de maître bolbec et son mari les auditeurs de cette station ont connu une fois de plus des minutes pleines dintérêt et dagrément,"['mannekenpis', 'lucien rosenberg', 'bolbec', 'georges beer', 'louis verneuil', 'bach chabichou', 'slache', 'bach', 'marcel antoine', 'slache chabichou', 'bach  bach', 'madeleine soria', 'satan', 'monique bert rosalie']","['pont de lalma', 'bruxelles', 'sidonie', 'laveme', 'lauvergne', 'radioschaerbeek']"
BE-KBR00_12126493_19380102_00_00_00_0_01_0003_27607958_article1.txt,voici pour 1938 la perfection des perfections pour la jeunesse ce poste ne joue que du jazz pour les connaisseurs rienque des sonates pour les dames exclusivement du tinno rossi il y a même un dispositif spécial pour les sourdsmuets  et la télévision enfin tout est prévu dites moi et les parasites vous y avez songé  oh zut jai pensé a tout sauf a ça marcel antoine,"['marcel antoine', 'zut jai pensé']",[]
BE-KBR00_12126493_19380128_00_00_00_0_01_0003_27608394_article1.txt,marcel antoine interviewt par luimême mais oui je suis embarrassé et bougrement  faitesnous un papier maton dit  sur qui  sur vousmême et voilà le travail on peut faire un papier sur lespagne sur le congo ou sur la lune sans y avoir jamais mis les pieds mais un article sur soimême cest bien la chose la plus désagréable et la plus délicate qui soit oh rassurezvous ce nest pas de la fausse modestie vous pensez bien quentre le signataire et  linterviewé  il existe une parfaite communion didées et de principes et quils se vouent une estime réciproque mais ça cest une histoire entre mon ange gardien et votre serviteur pascal a bien dit que le  moi  était haïssable mais enfin cet excellent philosophe inventeur de la machine à calculer et des lois de la pesanteur avait peutêtre une piètre idée de luimême il était du reste sujet à détonnante s hallucinations qui devaient fatalement fausser ses points de vue me voici donc devant une glace qui ne refiète quune demiportion du personnage à décortiquer cela mévitera de vous parler de mes pieds qui vous lavoueraisje chaussent un bon 42  connaistoi toimême  a dit chilon eh bien je vous assure que lorsquon se trouve devant une page blanche destinée à une autobiographie on saperçoit quon ne se connait pas du tout qui devraisje interroger à ce sujet  molière avec raison consultait sa servante  fort bien mais pour commencer je ne suis pas molière  tant sen faut  et ensuite je nai pas de servante je nen suis dailleurs pas plus avancé et enfin que voulezvous savoir oh je sais  vous ne mavez rien demandé et il est probable que mes lieu et date de naissance mon âge la couleur de mes cils bref mon pedigree ne vous intéresse pas outre mesure mais noubliez pas que je suis en service commandé aussi bien vous êtes complètement libre dabandonner cette lecture si vous ny voyez nul plaisir figuronsnous en face dun type à interviewer et posonslui les questions rituelles   que pensezvous cher monsieur de linfluence nocturne de mercure sur le caractère de luroplatefemelle   admettant la métempsychose quelles sont à votre avis les origines de tino rossi  non vraiment je préférerais comme mireille vous faire un petit dessin  que pensezvous de la radiophonie  ah voilà une question directe eh ma foi jen pense énormément de bien ne seraitce que du point de vue bifteck et à part ça je la tiens pour une invention prodigieuse nétaitce la présence insolite de ces horripilants parasites dont je suis dailleurs et dune la suivante   comment êtesvous venu a la t s f  ah ça cest une autre ampère de man ches et je puis y répondre sans la plus petite parcelle dhésitation voir la suite en page 4,"['quils', 'pascal', 'marcel antoine interviewt', 'linterviewé', 'molière', 'nétaitce', 'tino rossi', 'mavez', 'mireille', 'faitesnous', 'connaistoi toimême']","['congo', 'seraitce', 'mercure', 'lespagne']"
BE-KBR00_12126493_19380128_00_00_00_0_01_0004_27608395_article1.txt,marcel antoine interviewé par luimême suite de la troisième page vous me croirez si vous voulez mais je suis venu à la t s f tout simplement parce quon me la demandé eh oui que voulezvous  on a bien demandé â noé de passer de longs jours sous le déluge alors que nous connaissons très bien le penchant de cet auguste patriarche pour la divine treille  il fallait un calculateur ce fut un danseur qui lobtint  je ne tenterai pas de prouver la supériorité  ou le contraire  de lentrechat sur léquation mais enfin on fait ce quon peut et tant pis si trop pompier ou trop pompeux on peut peu cest exactement le 23 mai 1932 que je membarquai sur londe de radioschaerbeek qui à ce moment marquait une température de 248 mètres a cette époque je dessinais a laquarelle ce qui fait que je lâchai en quelque sorte  laqua pour londe  une onde éthérée peutêtre mais humide sans doute puisquelle nous apporte des quatre coins du globe un afflux considérable de salive cosmopolite les premiers temps  vous vous en rendez bien compte  cela vous semble tout drôle de parler devant une petite boite avec lidée quun tas  dauditeurs invisibles vous écoutent aucune réaction  ne ne sait pas si  ça  a plu puis peu à peu en shabitue on sassimile et la chose na plus rien de mystérieux ni démouvant lacteur a un sérieux avantage sur le  speaker  en scène si la tangue accroche si la mémoire fait défaut si un  lapsus linguœ  vient déflorer le discours on peut toujours avec un peu dadresse et desprit dâpropos sen tirer par une pirouette au micro cest plus difficile le mot est lâché le  broubbelage  est consommé plus moyen de le rattraper et on ne saura jamais ce que lautre làbas au bord de londe en pense au théâtre il y a non seulement la réaction du public la claque  ou les tomates  mais il y a aussi lambiance la chaleur la fraternité de la salle en t s f rien de tout cela  on sadresse à un auditoire éparpillé et la chaleur communicative des banquettes est réduite à sa plus simple expression la réaction ce produit à retardement grâce â la correspondance parfois abondante des auditeurs expansifs et je ne vous cache pas tout le plaisir que peut donner tout le réconfort que peut apporter une lettre une carte et aussi tout lenseignement que nous offrent pour lavenir oes conseils ces suggestions ou même ces reproches aussi ano nymes que sympathiques on y puise parfois de bien précieuses indications je vous parlais de lapsus et de bafouillage savezvous que cest cela même qui ma permis de faire naître ce personnage que vous avez bien voulu et si gentiment adopter  slache voilà lhistoire en deux mots  lorsque marrivait ds laisser échappe un legicuir eh oui madame pourquoi pas jessayais de corriger cette faute en faisant intervenir une petite voix qui avec un douce accent de reproche et d molenbeek sus surait   eh bien tu  broebbel  encore une fois  cette voix transformée faisant supposer que je nétais pas seul au studie un auditeur men ayant fait la remaraque jeus lidée de donner à ce personnage fictif et occasionnel une figure plus marquante et cest ainsi simplement que slache devint mon plus etrout collaborateur on me dit parfois   comment parvenezvous à faire ainsi plusieurs voix sans confondre les personnages sans vous trompez daccent  mais voyons ce nest pas sorcier quand vous êtes au piano madame et quoi vous chantez vos deux mains travailles différemment et votre voix troisième complice leur donne la réplique ce que fw slache et ses acolytes nest pas plas cor pliqué linterview est terminée je ne me poserai plus une seule question mes projets bah faire comme le nigre cestâdire continuer dessayer de divertir un tantinet ceux qui me font la grand amitié de ne pas tourner le bouton quand cest mon tour de bavarder en dehors de ça je suis un mortel comme les autres pas plus intelligent que les autres  jaime les animaux la paix les cigarettes anglaises et les choux de bruxelles renseignements qui ne sont pas bien sûr indiqués sur ma carte didentité mais que nen sont pas moins authentiques  marcel antoine,"['legicuir', 'dâpropos sen', 'membarquai', 'marcel antoine', 'fw slache', 'slache', 'londe', 'lentrechat']","['molenbeek', 'oes', 'bruxelles', 'studie', 'radioschaerbeek', 'londe']"
BE-KBR00_12126493_19380318_00_00_00_0_01_0024_27609094_article1.txt,table réservée les gens du micro  slache lutin de midi le cinéma a donné naissance à un monde surnaturel que notre imagination reconnaît bien  charlot  est pour longtemps le héros le plus accompli de ce royaume irréel parce que ses aventures  ou plutôt ses mésaventures  sont près des notres et de toutes celles qui peuvent nous arriver  cest lincarnation du  vagabondmoi  qui réfléchit tel un secret miroir certaine image illusoire que recèle notre coeur nous almons avec tendresse dans la tendresse il y a beaucoup de pitié ce  don quichotte  de lécran qui livre bataille aux moulinsàvent des préjugés des conventions et qui se trouble involontairement à la veu de quilque flic même sil na rien à se reprocher pour le petit homme aux pieds plats il nest de plus délice que de marcher à côté des passages cloutés pour bien se prouver à luimême que les révolutions ons servi à quilque chose mais que survienne un représentant de lautorité la brebis galeuse redevient mouton de panurge et notre clown séloigne avec son légendaire petit chapeau melon et sa canne de jonc symbole des idées reçues le radio en somme est une science toute nouvelle pour linstant elle constitue un excellent moyen  dinterprétation et par voie de conséquence de publicité elle diffuse sans distinction la ixe symphonie ou les louanges de la margarine mais elle ne crée pas  pas encore du moins  à la manière des livres et des films que ont donné la vie à une humanité puissante cela viendra nen doutons pas déjà toute une littérature radiophonique sessaie à humaniser le monde des sons en attendant quelques pionniers imaginatifs animent des marionnettes invisibles pour le plus grand plaisir des radiophiles de toutes parts des essais sont tentés et ils sont particulièrement méritoires parce que la radio quand elle consent à quitter le bas étage des ritournelles et de la publicité est un art difficile en effet elle sadresse à un de nos sens secondaires si jose dire louïe tandis que la vue par la représentation même des images quelle recueille est reine de limagination adolphe et adolphine interprètent leur propre personnage le théâtre ajusté pour lécran et la radio bénéficie de certaine facilité son rôle est celui de répétiteur cest du déjà vu du déjà entendu cest presque du plagiat mais barju est un être nouveau né pour et par la radio de même que notre slache ce grock des ondes né de limagination de marcel antoine le speaker bien connu de radioschaerbeek nous devons quelque reconnaissance au sympathique père de slache qui doit la vie aux calembours avec le seul accessoire de la voix de notre rittche national marcel antoine cet hommeprothée quil se rassure ce nest pas une injure anime un être invisible qui tel un lutin de midi arrive au dessert conter quelque histoire impossible slache est le type du brave type il est un peu bête comme adémaï son confrère de lécran il a du chien  pantoufle dont il porte le nom lhumeur vagabonde slache est un bon contribuable il fait file au cinéma salue sa concierge essuie ses pieds sur le paillasson rentre à lheure à la maison embrasse bobonne et moud le café a un homme si simple les pires aventures devaient arriver sil regarde un vase il se brise si cest une femme elle se fâche il est la proie des  madame blanche  et des amis désargentés on se le représente écrasé sur la plateforme dun tramway écoutant rue de la bourse les rumeurs de la grande volière où lor et largent changent de mains frôlé par les autobus et les taxis apostrophé par lagent à poste fixe bousculé par la foule se hissant en vain sur la pointe des pieds autour dun rassemblement pour voir ce qui se passe manquant le train  mais toujours héroïquement calme même sil songe à madame slache qui exerce dans leur appartement de trois pièces la dictature du balai pour ma part je ne sais rien de plus prodigieusement comique que ce slache reporter dun match de foutball un jour de pluie diuvienne le stade devint piscine la partie dégénéra en waterpolo et notre héros risquant la noyade disparus de léther dans un glouglou tragique slache a un grand ami dans la personne de marius ensemble ils continuent la bonne tradition de lentente francobelge quentretiennent fonson wicheler gustave libeau charles mahieu et m beulemans pour ne citer que les plus connus de nos tréteaux par ailleurs apprenez que slache a un sourire photogénique la dent saine loeil mailicieux sous le double éblouissement des lunettes décaille et le cheveu blondvénitien en habit il a quelque chose de très  vedette  il est comme la synthèse physique de maurice chevalier dalbert préjean et dhenri garat  tout ce quil faut  pour vous mesdames  il a fallu au trèshaut un peu de limon pour faire lhomme et une côte dicelui pour faire la femme il a suffi au speaker méridien de radioschaerbeek de son esprit de radio frère de tous ces professeurs nimbus dont la seule vue provoque le rire et pour gouverne sachez que le rire est le propre de lhomme cest un connaisseur rabelais luimême qui a formulé cet axiome mais slache se demanderait bein si un axiome se mange ou se boit le garçon,"['charlot', 'dhenri garat', 'adolphine', 'fonson wicheler gustave libeau', 'louïe', 'léther', 'barju', 'sessaie', 'adémaï', 'rabelais', 'jose', 'slache', 'charles mahieu', 'adolphe', 'maurice chevalier dalbert préjean', 'marcel antoine', 'madame slache', 'marius ensemble', 'lhomme cest', 'hommeprothée quil']","['lheure', 'somme', 'francobelge', 'notres', 'loeil mailicieux']"
BE-KBR00_12126493_19380424_00_00_00_0_01_0004_27609559_article1.txt,vous avez entendu esther delterne un demisiècle de théâtre esther deltenre prend sans contredit une grosse place dans notre folklore bruxellois on imagine avec peine une revue sans lentrain la verve et la gaîté de notre brave vedette nationale radio  schaerbeek  bruxelles dont rien dans lactualité bruxelloise ne laisse indifférent se devait de célébrer les noces dor théâtrales desther et cest ainsi que nous la retrouvâmes mercredi devant notre micro accueillie par lami slache dont létroite silhouette disparaissait littéralement derrière la respectable carrure de la jubilaire a deux ils évoquèrent bien tans souvenirs et cest un peu de notre vieux bruxelles qui défila aux oreilles des auditeurs slache qui  ô stupeur  connaît ses classiques récita même pour sa brave amie un fragment d  esther  de racine croyezmoi chère esther ce sceptre cet empire et ces profonds respects que la terreur inspire a leur pompeux éclat mêlent peu de douceur et fatiguent souvent leur triste possesseur je ne trouve quen vous je ne sais quelle grâce qui me charme toujours et jamais ne me lasse de laimable vertu doux et puissants attraits tout respire en esther linnocence et la paix du chagrin le plus noir elle écarte les ombres et fait des jours sereins de mes jours les plus sombres  esther répliqua dans un gros que racine exagérait   oye slachke ditelle ça sont des vers trop doux pour moi ça est vraiment du racine de guimauve  sans fausse honte esther avoua son âge en ajoutant quelle nétait pas née à bruxelles en effet notre brave vedette que lon croyait compatriote dambreville et de mannekenpis est bel et bien née en wallonie  à lessines ce qui fit dire à slache   tu es de léssines ce nest pas étonnant que tu as fait une si bellecarrière  esther évoqua pour les auditeurs de radioschaerbeekbruxelles quelques souvenirs rappelant même quelle avait joué pendant onze mois au casino de paris avec son excellent camarade maurice avec qui dailleurs elle est restée étroitement liée en atelle vu des coulisses de théâtre dans tous les coins de belgique où elle alla semer la gaîté la bonne humeur après avoir rappelé tant de souvenirs sans se faire prier elle chant devant le micro quelquesuns de ses grands succès dans le vieux et le nouveau répertoire depuis cinquante ans esther a dilaté bien des rates toujours vive alerte exubérante elle se dépense avec ardeur à la cause théâtrale quand il y a des misères à soulager elle est toujours en première ligne et ce nest jamais en vain que les sociétés philanthropiques font appel à son concours brave esther ce cinquantenaire est le couronnement dune carrière bien remplie mais dune carrière  souhaitonsle de tout cœur  qui est loin dêtre terminée marcel antoine,"['noces dor théâtrales desther', 'mannekenpis', 'souhaitonsle', 'lami slache', 'esther delterne', 'esther', 'lon', 'théâtre esther deltenre', 'marcel antoine', 'bellecarrière  esther', 'esther linnocence', 'dambreville', 'maurice', 'létroite']","['schaerbeek  bruxelles', 'bruxelles', 'esther', 'casino de paris', 'wallonie', 'lessines', 'belgique']"
BE-KBR00_12126493_19380506_00_00_00_0_01_0003_27609704_article1.txt,slache aux iles hawaï nous avons été accoulumés devoir  ou du moins dentendre  slache dans son décor habituel cest à dire molenbeek et les environs aussi somomesnous surpris dapprendre que notre brave cordonnier a poussé une pointe jusquaux îles hawaï avant de lentendre nous conter ses aventures dans ces pays du rêve par la voie du micro nous avons tenu à linterviewer voilà notamment ce quil nous a confié  vous savez pas vous fugurer mon cher comme  ça est beau tu as des bois avec des fleurs aussi  grandes que des maisons et tu vois tous les sortes des  animaux tu as des pirroquets qui vient manger dans  ta main  quand vous avez quelque chose à manger  bien entendu et les femmes les haboyennes  comme on dit elles sont gentiles y en a une qui  ma zenguirlandé enfin elle ma mis dese fleur  autour de moi comme dans un monument funèbre  elle ma dit que je ressemblais à henri garrat mais  en plus blond enfin elle ma espliqué ça avec des  gestes car elle ne savait pas causer le français aussi  tôt que moi jai un weekend je pars encore sur les îlesde wawahi certes en visitant ces îles paradisiaques notre ami slache navait pas ses yeux en poches et le reportage quil fera ne manquera certes pas de pittoresque soyons tour à lécoute le mecredi 11 mai à 15h 30 pour entendre  slache aux îles hawaï  et nous ne manquerons pas de nous amuser follement,"['henri garrat', 'lentendre', 'slache']","['linterviewer', 'molenbeek', 'lécoute', 'dese', 'slache', 'îlesde wawahi']"
BE-KBR00_12126493_19380529_00_00_00_0_01_0003_27610043_article1.txt,la trinite  slache marcel antoine et olive vu par marcel antoine,['marcel antoine'],[]
BE-KBR00_12126493_19380703_00_00_00_0_01_0004_27610481_article3.txt,cartoon marcel antoine,['marcel antoine'],[]
